Series_reference,Period,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
BDCQ.SEA1MS,2020.09,158481.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Seasonally adjusted,nan,nan
BDCQ.SEA1MS,2020.12,158277.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Seasonally adjusted,nan,nan
BDCQ.SEA1MS,2021.03,160125.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Seasonally adjusted,nan,nan
BDCQ.SEA1MS,2021.06,162897.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Seasonally adjusted,nan,nan
BDCQ.SEA1MS,2021.09,167905.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Seasonally adjusted,nan,nan
BDCQ.SEA1MS,2021.12,171563.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Seasonally adjusted,nan,nan
BDCQ.SEA1MS,2022.03,174364.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Seasonally adjusted,nan,nan
BDCQ.SEA1MS,2022.06,176318.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Seasonally adjusted,nan,nan
BDCQ.SEA1MS,2022.09,177512.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Seasonally adjusted,nan,nan
BDCQ.SEA1MT,2011.06,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2011.09,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2011.12,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2012.03,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2012.06,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2012.09,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2012.12,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2013.03,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2013.06,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2013.09,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2013.12,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2014.03,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2014.06,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2014.09,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2014.12,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2015.03,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2015.06,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2015.09,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2015.12,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2016.03,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2016.06,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2016.09,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2016.12,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2017.03,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2017.06,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2017.09,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2017.12,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2018.03,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2018.06,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2018.09,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2018.12,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2019.03,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2019.06,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2019.09,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2019.12,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2020.03,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2020.06,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2020.09,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2020.12,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2021.03,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2021.06,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2021.09,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2021.12,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2022.03,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2022.06,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1MT,2022.09,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Professional, Scientific and Technical Services,Trend,nan,nan
BDCQ.SEA1NA,2011.06,82446.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2011.09,77101.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2011.12,76867.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2012.03,74822.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2012.06,83265.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2012.09,76412.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2012.12,76792.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2013.03,76688.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2013.06,83833.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2013.09,78564.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2013.12,80154.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2014.03,80581.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2014.06,86735.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2014.09,81593.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2014.12,85544.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2015.03,86612.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2015.06,92087.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2015.09,85440.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2015.12,88082.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2016.03,89653.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2016.06,97910.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2016.09,90591.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2016.12,93823.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2017.03,93460.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2017.06,103803.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2017.09,95891.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2017.12,97189.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2018.03,99838.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2018.06,107316.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2018.09,95449.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2018.12,98322.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2019.03,100017.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2019.06,106339.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2019.09,97249.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2019.12,99409.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2020.03,99649.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2020.06,105292.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2020.09,93653.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2020.12,92742.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2021.03,90671.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2021.06,98884.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2021.09,94843.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2021.12,98098.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2022.03,97319.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2022.06,102981.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NA,2022.09,97112.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Actual,nan,nan
BDCQ.SEA1NS,2011.06,78315.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2011.09,78833.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2011.12,77949.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2012.03,76090.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2012.06,79091.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2012.09,78190.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2012.12,77852.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2013.03,77939.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2013.06,79591.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2013.09,80553.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2013.12,81193.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2014.03,81872.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2014.06,82236.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2014.09,83853.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2014.12,86662.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2015.03,87932.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2015.06,87117.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2015.09,88083.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2015.12,89261.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2016.03,90921.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2016.06,92449.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2016.09,93598.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2016.12,95194.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2017.03,94660.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2017.06,97879.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2017.09,99221.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2017.12,98630.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2018.03,101107.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2018.06,101193.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2018.09,98714.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2018.12,99769.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2019.03,101284.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2019.06,100452.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2019.09,100444.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2019.12,100693.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2020.03,100979.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2020.06,99787.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2020.09,96486.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2020.12,93753.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2021.03,91980.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2021.06,94003.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2021.09,97487.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2021.12,98943.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2022.03,98907.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2022.06,98089.0,nan,R,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NS,2022.09,99613.0,nan,F,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Seasonally adjusted,nan,nan
BDCQ.SEA1NT,2011.06,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,nan,nan
BDCQ.SEA1NT,2011.09,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,nan,nan
BDCQ.SEA1NT,2011.12,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,nan,nan
BDCQ.SEA1NT,2012.03,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,nan,nan
BDCQ.SEA1NT,2012.06,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,nan,nan
BDCQ.SEA1NT,2012.09,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,nan,nan
BDCQ.SEA1NT,2012.12,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,nan,nan
BDCQ.SEA1NT,2013.03,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,nan,nan
BDCQ.SEA1NT,2013.06,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,nan,nan
BDCQ.SEA1NT,2013.09,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,nan,nan
BDCQ.SEA1NT,2013.12,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,nan,nan
BDCQ.SEA1NT,2014.03,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,nan,nan
BDCQ.SEA1NT,2014.06,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,nan,nan
BDCQ.SEA1NT,2014.09,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,nan,nan
BDCQ.SEA1NT,2014.12,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,nan,nan
BDCQ.SEA1NT,2015.03,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,nan,nan
BDCQ.SEA1NT,2015.06,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,nan,nan
BDCQ.SEA1NT,2015.09,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,nan,nan
BDCQ.SEA1NT,2015.12,nan,nan,C,Number,0,Business Data Collection - BDC,Industry by employment variable,Filled jobs,Administrative and Support Services,Trend,nan,nan
